guid（新生产链路）,ID（旧生产链路）,学科,年级,册次,章节,课程名称,内容类型,一句话介绍,url,其它tab,,学名确认版,url确认版,封面压图压缩前url,封面压图压缩后url
02a77be6ef004a779da3c76ab8f6192b,,语文,二年级,下册,第四单元,看图写故事,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_858c8407a5d3118df4e2f60fb78768c4_topxise.jpg,教材精讲,,看图写故事,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9aca6a176d89937577e2151c981e1522.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/05f101b77129c8e50b47cf244be44448.png,https://cdn-private.sm.cn/souti-imgs-lasting/05f101b77129c8e50b47cf244be44448.jpg
84ac9786710b4965868b33272b02fa18,,语文,二年级,下册,第四单元,彩色的梦,课文,这支笔画出来的不是画，是整个季节。,https://cdn-private.sm.cn/souti-imgs-lasting/89e94b2a748cb44b378502e1763430d9_topxise.jpg,教材精讲,,彩色的梦,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_55f1b1e2fd53f0b6f233fb5b228b33b1.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/40a3575b57087a32ef576748651723eb.png,https://cdn-private.sm.cn/souti-imgs-lasting/40a3575b57087a32ef576748651723eb.jpg
3db86e4901474fe1ae6f683af3b40519,,语文,二年级,下册,第四单元,手影戏,课文,街头遭挑衅？不硬刚做一个手势就化敌为友。,https://cdn-private.sm.cn/souti-imgs-lasting/0d3d0c499f514783b586215c6808e14c.jpg,教材精讲,,手影戏,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b99736e987374e625f70568b8261d856.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/69492b99ea20801583eefdc31a62b295.png,https://cdn-private.sm.cn/souti-imgs-lasting/69492b99ea20801583eefdc31a62b295.jpg
736b8a66e55e46f9836853e673be71c1,,语文,二年级,下册,第四单元,枫树上的喜鹊,课文,喜鹊大喊“鹊鹊鹊”，它竟是在教拼音？,https://cdn-private.sm.cn/souti-imgs-lasting/40e462a96e72b6866b557cd8d5b18e67_topxise.jpg,教材精讲,,枫树上的喜鹊,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_6263459b3e3a4aa001bd36a74625909e.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/b353d38c4b7f7539ffc07cf4b3df0281.png,https://cdn-private.sm.cn/souti-imgs-lasting/b353d38c4b7f7539ffc07cf4b3df0281.jpg
083d8a13d0d34ba68a6cbeda5ff8d122,,语文,三年级,下册,第一单元,三衢道中,古诗词,梅雨季居然日日大晴天？运气好到离谱！,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_ce2ac51475fa6345603f741e592aeca6_topxise.jpg,必背古诗;教材精讲,,三衢道中,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_f317590c0bd491af635c52b1472c08d0.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/80c883a9325833d1decd2baefd4340e3.png,https://cdn-private.sm.cn/souti-imgs-lasting/80c883a9325833d1decd2baefd4340e3.jpg
c4379a0a36da46ec89bf3de560f2bd06,,语文,三年级,下册,第一单元,我的植物朋友,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_93a1ec4c2272b0074e2365a7697fd958_topxise.jpg,教材精讲,,我的植物朋友,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_37f735a57ceae7fff6024928e88b57a3.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/43d820639c63a41a9ed922402d9741ea.png,https://cdn-private.sm.cn/souti-imgs-lasting/43d820639c63a41a9ed922402d9741ea.jpg
e1a1a5dd41d54d298b5e520804aa3cbe,,语文,三年级,下册,第一单元,忆江南,古诗词,全词27字，最后一句为何成千古绝唱？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_7a0670bc89f1fdc4cf2f05da0fa5f84b_topxise.jpg,必背古诗;教材精讲,,忆江南,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_a5b7388cc7ab8e39c89bab2f3ece1c2a.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7e8c12a0375dad9bb99ba4480390b1b6.png,https://cdn-private.sm.cn/souti-imgs-lasting/7e8c12a0375dad9bb99ba4480390b1b6.jpg
ff773e1a3de843cf946df33bbde612b3,,语文,三年级,下册,第一单元,惠崇春江晚景,古诗词,你有发现诗中藏的那份“剧毒食谱”吗？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4ec84a115d4459ac0839ae6b09f73219_topxise.jpg,必背古诗;教材精讲,,惠崇春江晚景,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d5b760dd4065978eaed11c0166c84ec4.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/2c0a8c7c5d97f3c1fa5d4b3268ba355b.png,https://cdn-private.sm.cn/souti-imgs-lasting/2c0a8c7c5d97f3c1fa5d4b3268ba355b.jpg
88f290c03283404080fc38c50bbe080b,,语文,三年级,下册,第一单元,昆虫备忘录,课文,小小昆虫大世界，翻开备忘录一探究竟！,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e1282771137b8ac23ab4839bd05f6d2e_topxise.jpg,教材精讲,,昆虫备忘录,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_de44c63f23a77e623a10fdab5b7c1b22.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/0dc3094f48ae6dd0b95e0c47792f4be2.png,https://cdn-private.sm.cn/souti-imgs-lasting/0dc3094f48ae6dd0b95e0c47792f4be2.jpg
bf0cb7319cae4ba6b979a6f6f8c1976a,,语文,三年级,下册,第一单元,燕子,课文,几痕细线几个小黑点，成了春天最美的画？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_a720948fdf9962c3fb7d8bb56af03024_topxise.jpg,教材精讲,,燕子,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_c3d15989cd222c71ed633687ff6ded5f.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/4a02a1e477c1e1adaa4aa876e035439d.png,https://cdn-private.sm.cn/souti-imgs-lasting/4a02a1e477c1e1adaa4aa876e035439d.jpg
4e5a12fa21a24be288aff665fa0a8371,,语文,三年级,下册,第一单元,绝句,古诗词,苦了一辈子的杜甫，在这首诗里“躺平”了？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4330fc7009496d50820c95d38877805f_topxise.jpg,必背古诗;教材精讲,,绝句,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8fa981351a5b4abfe1daccc12ffd8ef2.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/168c8b6d72314d0856803405e016e2e1.png,https://cdn-private.sm.cn/souti-imgs-lasting/168c8b6d72314d0856803405e016e2e1.jpg
c6008438c7034d6b880232da0bac5830,,语文,三年级,下册,第一单元,荷花,课文,去公园看荷花，看着看着，我怎么变成了花？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_431a671e2f63124d25cb7d68f65440b2_topxise.jpg,教材精讲,,荷花,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_c701dc1f339a9328deda4e7f0b65a0bb.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/aaf5cd71412068bf862da562baae791f.png,https://cdn-private.sm.cn/souti-imgs-lasting/aaf5cd71412068bf862da562baae791f.jpg
52c3f489d847449aac588bc669a593c0,,语文,三年级,下册,第七单元,国宝大熊猫,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2afff5f7f2fe4b9f14d71f959b05e263_topxise.jpg,教材精讲,,国宝大熊猫,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1a95fc6101451eb1ea221ec9599b5d27.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/2c06562ff22d6738d54240b4070df8b5.png,https://cdn-private.sm.cn/souti-imgs-lasting/2c06562ff22d6738d54240b4070df8b5.jpg
b989afbc17a94cc7afb184365477cc42,,语文,三年级,下册,第七单元,大林寺桃花,古诗词,全城花已谢光，为何只有这座庙才刚盛开？,https://cdn-private.sm.cn/souti-imgs-lasting/2aca29b5851b4f208f3d009038a8f3f3.jpg,必背古诗;教材精讲,,大林寺桃花,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_50760ebbf986f348b0ea904a2bf2dc50.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/660f52d030e4684ab3e470b9209206c6.png,https://cdn-private.sm.cn/souti-imgs-lasting/660f52d030e4684ab3e470b9209206c6.jpg
4d0d6cdbf51443e2bca5f027ee1d875e,,语文,三年级,下册,第七单元,我们奇妙的世界,课文,你每天跨过的普通水洼，其实藏着一面镜子。,https://cdn-private.sm.cn/souti-imgs-lasting/7ec6da59c48a429e9ac5c097fc508ac7.jpg,教材精讲,,我们奇妙的世界,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_dfc041f083d394d1ab55d44205589277.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/be3694b2129bdfe00050166a06a816d6.png,https://cdn-private.sm.cn/souti-imgs-lasting/be3694b2129bdfe00050166a06a816d6.jpg
22031a40d1a24c449cfe00b6a7f0feae,,语文,三年级,下册,第七单元,暴风雨来临之前,课文,,https://cdn-private.sm.cn/souti-imgs-lasting/1a7520858ed61b38a317bc90df89423c_topxise.jpg,教材精讲,,暴风雨来临之前,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4780b39df33367a59bf0ab9ac8e5348b.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/5911a6d75dec49d3c4e21264b39b6730.png,https://cdn-private.sm.cn/souti-imgs-lasting/5911a6d75dec49d3c4e21264b39b6730.jpg
5d953a841a0248429f718440f864438c,,语文,三年级,下册,第七单元,火烧云,课文,晚饭后怪象：大白狗变红，小白猪成了金猪？,https://cdn-private.sm.cn/souti-imgs-lasting/875c454284ce48fe854face82123c4cd.jpg,教材精讲,,火烧云,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e22c09e5074493d7542753424851acee.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/75e248b57e65645bbabaf188e0802420.png,https://cdn-private.sm.cn/souti-imgs-lasting/75e248b57e65645bbabaf188e0802420.jpg
81e6796267d04658bbb4f109e0c8a689,,语文,三年级,下册,第三单元,我做了一项小实验,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_32c733e6731fda04d5096e561837a254_topxise.jpg,教材精讲,,我做了一项小实验,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_143d645d9ac546617b2f3d98c249713e.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/80395554b8eb45c652419318c0564116.png,https://cdn-private.sm.cn/souti-imgs-lasting/80395554b8eb45c652419318c0564116.jpg
050bd4fddaa84d7c9977fa21fee901a3,,语文,三年级,下册,第三单元,小虾,课文,明明没买新虾，缸里虾的数量怎么翻倍了？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_9a93bdda0525a4a3677a874a2ea435cf_topxise.jpg,教材精讲,,小虾,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_606228ff8f421307f44126f891fcfc91.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/6b87ac79ac7e73b7cff58ad33d4b926e.png,https://cdn-private.sm.cn/souti-imgs-lasting/6b87ac79ac7e73b7cff58ad33d4b926e.jpg
48e6e3c7012845ca887baf8a638ac7d9,,语文,三年级,下册,第三单元,海底世界,课文,,https://cdn-private.sm.cn/souti-imgs-lasting/396e0e8cd541b9684ed6e538f0f7057d_topxise.jpg,教材精讲,,海底世界,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_50d12b2e77f0649a3da077c2df22b178.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/71dc3340cc69fcac071450ff5f54d918.png,https://cdn-private.sm.cn/souti-imgs-lasting/71dc3340cc69fcac071450ff5f54d918.jpg
9968c3f057bd4b0ebbc13cf92b9be6dc,,语文,三年级,下册,第三单元,滁州西涧,古诗词,荒凉的渡口，为什么被写成了千古名画？,https://cdn-private.sm.cn/souti-imgs-lasting/9d4f1fc808372ba2f7b86e9b01d68c76_topxise.jpg,必背古诗;教材精讲,,滁州西涧,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d385497ae6c3870ae9e62b605032ed4b.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/943f85daf2d0549833ca70cdc4839b02.png,https://cdn-private.sm.cn/souti-imgs-lasting/943f85daf2d0549833ca70cdc4839b02.jpg
6d9ad426e4ab4d07abe0179d6299d69b,,语文,三年级,下册,第三单元,石蜂,课文,陌生路线，逆风而飞四公里，蜜蜂没迷路？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_057e477c9a0c85d30441183148f9b0c3_topxise.jpg,教材精讲,,石蜂,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_39b1618a3dcfcb9910d6322048d8415d.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/9d92f257123287ea0b46a6a20f3a3bfc.png,https://cdn-private.sm.cn/souti-imgs-lasting/9d92f257123287ea0b46a6a20f3a3bfc.jpg
414173aaf04b413cb554ee58a1c0a593,,语文,三年级,下册,第二单元,会摇尾巴的狼,课文,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_bb72054a6b8468648fa87c69e3b7c435_topxise.jpg,教材精讲,,会摇尾巴的狼,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_a74d5e252c9f6cc53cdc818d4a6df57a.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/c8396595cb7d6e91984db4ffd58707e5.png,https://cdn-private.sm.cn/souti-imgs-lasting/c8396595cb7d6e91984db4ffd58707e5.jpg
31c00e2ae1c34e86a9aafc8fd596201c,,语文,三年级,下册,第二单元,看图画，写一写,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_f958db083ea1fc42dbc4d96222f4d95b_topxise.jpg,教材精讲,,看图画，写一写,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_59516c0480ce3ff945c1475b9430d7a4.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/40732736d8403cdfdab0547195e40f6f.png,https://cdn-private.sm.cn/souti-imgs-lasting/40732736d8403cdfdab0547195e40f6f.jpg
fdd1e6de188e46fab8ea4ca38aecd0c2,,语文,三年级,下册,第二单元,农夫与蛇,课文,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4f84cb7bff70dfa5df318a9cd9db712f_topxise.jpg,教材精讲,,农夫与蛇,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_3ba1789092e5e99dca1ab014d33de7d8.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/04340e8a5bb87ec0179e2395deaadb99.png,https://cdn-private.sm.cn/souti-imgs-lasting/04340e8a5bb87ec0179e2395deaadb99.jpg
8c4a1e5a9d354a0289c0f585bc32070f,,语文,三年级,下册,第二单元,南辕北辙,课文,马越好车夫越牛，为什么他永远到不了楚国？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4cff1ed1810308510c0819845c57f97f_topxise.jpg,教材精讲,,南辕北辙,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_470e949dac8667f5827ec57f90c1a424.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/19a42ae6b2bda42dac11407b2b29c016.png,https://cdn-private.sm.cn/souti-imgs-lasting/19a42ae6b2bda42dac11407b2b29c016.jpg
db5c1cb89ef14b869f143e2dd4e15bf3,,语文,三年级,下册,第二单元,叶公好龙,课文,苦求真龙千百遍，真龙现身时他却后悔了……,https://cdn-private.sm.cn/souti-imgs-lasting/c069a7e4b32839016a2409bb7745102a_topxise.jpg,教材精讲,,叶公好龙,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2d4bc012ac87cab2c0706cbe07a8dc72.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/e5a8da940395a05e64f55da650b71b96.png,https://cdn-private.sm.cn/souti-imgs-lasting/e5a8da940395a05e64f55da650b71b96.jpg
76956155ce294ec8a93e3656bcd17508,,语文,三年级,下册,第二单元,守株待兔,文言文,白捡一只兔子，为何沦为全国笑柄？,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8c0df4e062c77e0ebe33e3a7bc6913a7_topxise.jpg,必背古诗;教材精讲,,守株待兔,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8d20d10134ea9a14206808fa12aefe1b.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7ad163d7493f0ce846aa7e68590d3897.png,https://cdn-private.sm.cn/souti-imgs-lasting/7ad163d7493f0ce846aa7e68590d3897.jpg
579be8f2e9ec43b1b965211da4ecaf7a,,语文,三年级,下册,第二单元,池子与河流,课文,越安逸反而死得越快？结局细思极恐。,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1bec859f23417ad1fe66f4f67e19953c_topxise.jpg,教材精讲,,池子与河流,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_d175b19a5360333e259dd3bf5ce78c1f.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/bf626b97412afed75b5cfa0b9fd91856.png,https://cdn-private.sm.cn/souti-imgs-lasting/bf626b97412afed75b5cfa0b9fd91856.jpg
eaeb181320574439b14e0173291d2444,,语文,三年级,下册,第二单元,鹿角和鹿腿,课文,美丽未必有用，实用未必好看，别只看外表。,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_c0166247b83d83e90ab70b4d6077b0be_topxise.jpg,教材精讲,,鹿角和鹿腿,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1f52666ace7c94ce243bc0658a97cb00.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/78f0dd5f3ba695a04e791be98d00ac85.png,https://cdn-private.sm.cn/souti-imgs-lasting/78f0dd5f3ba695a04e791be98d00ac85.jpg
04067c4ec46644f1a6f68892e7d6ea99,,语文,三年级,下册,第五单元,一支铅笔的梦想,课文,如果铅笔能逃出教室，它最想做的事是？,https://cdn-private.sm.cn/souti-imgs-lasting/16852de9469148d6be6fca0484d6e75e.jpg,教材精讲,,一支铅笔的梦想,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_828f304672a58979766d57575f081527.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/15357449e6317b76314ec23005c63d98.png,https://cdn-private.sm.cn/souti-imgs-lasting/15357449e6317b76314ec23005c63d98.jpg
5bcffdffb9a442cea8410f2a750be822,,语文,三年级,下册,第五单元,奇妙的想象,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_2f06dfb486191138f5c4ea854b914c73_topxise.jpg,教材精讲,,奇妙的想象,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_1e8048c65e4c2c70b133313b55dd418c.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/9efb28d513fa50b9e15b9f4cefb41d76.png,https://cdn-private.sm.cn/souti-imgs-lasting/9efb28d513fa50b9e15b9f4cefb41d76.jpg
959dff1b9db24b4fa3584e365850a47f,,语文,三年级,下册,第五单元,尾巴它有一只猫,课文,尾巴非说自己有只猫？什么逻辑？,https://cdn-private.sm.cn/souti-imgs-lasting/2939c361602ee73019e13b5746d653fd_topxise.jpg,教材精讲,,尾巴它有一只猫,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_153adba4c210029be975b1fecbb0bda4.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7bcf1c8e8b873546e27fcd28be81aa82.png,https://cdn-private.sm.cn/souti-imgs-lasting/7bcf1c8e8b873546e27fcd28be81aa82.jpg
8b9c0a58966343c2bd9f0a2d27c82a0a,,语文,三年级,下册,第五单元,我变成了一棵树,课文,如果你能变成一棵树，最想藏住什么秘密？,https://cdn-private.sm.cn/souti-imgs-lasting/25c8ca04e07e4243b9f1fc622782aa70.jpg,教材精讲,,我变成了一棵树,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_93f04d0f60360ab7583be36a5e705193.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/8536b9285c4e0a2001c0812444e3b314.png,https://cdn-private.sm.cn/souti-imgs-lasting/8536b9285c4e0a2001c0812444e3b314.jpg
80aa625c06dd4b988e2951a8ec93bda7,,语文,三年级,下册,第五单元,胡萝卜先生的长胡子,课文,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_b1097047b696c527df7e5a6183d60c40_topxise.jpg,教材精讲,,胡萝卜先生的长胡子,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_0c1976679bc20d65411a591c71248302.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/d73a97e7e4785104cfe888f5134343a6.png,https://cdn-private.sm.cn/souti-imgs-lasting/d73a97e7e4785104cfe888f5134343a6.jpg
697b81f560474c4c80c7d437d4daf689,,语文,三年级,下册,第八单元,这样想象真有趣,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_04265dd566766c32497e35b198252f79_topxise.jpg,教材精讲,,这样想象真有趣,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_f195edeaf7c4e5fa66401809a4ac80a5.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/713ddc16c4251901efa98861d63ad605.png,https://cdn-private.sm.cn/souti-imgs-lasting/713ddc16c4251901efa98861d63ad605.jpg
51a3e47adf8445438d4d21e4063015e1,,语文,三年级,下册,第八单元,慢性子裁缝和急性子顾客,课文,剪短的袖子要变长，裁缝为何说不用接布料？,https://cdn-private.sm.cn/souti-imgs-lasting/35332409e856439cb2a10ca5164c5108.jpg,教材精讲,,慢性子裁缝和急性子顾客,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_898b22d936f1f70e5232a428003dd6e2.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/28f9bcffd16276fcd7b3f4d0da5f145f.png,https://cdn-private.sm.cn/souti-imgs-lasting/28f9bcffd16276fcd7b3f4d0da5f145f.jpg
2e89862f20da444497ca0bbe76b790e8,,语文,三年级,下册,第八单元,枣核,课文,身小如枣核，智勇胜千军。,https://cdn-private.sm.cn/souti-imgs-lasting/7e64afb36aa4e91d729adac9230729bb_topxise.jpg,教材精讲,,枣核,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_faeeea29fb49c23e5b1d7490a1d487b6.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/3555fe41f49f7fc030a4a27a8c5933c7.png,https://cdn-private.sm.cn/souti-imgs-lasting/3555fe41f49f7fc030a4a27a8c5933c7.jpg
b3d1c4c2d7cc4e539f1b0d2d5dd3d971,,语文,三年级,下册,第八单元,漏,课文,连老虎和贼都怕的怪物，真身居然是这个？,https://cdn-private.sm.cn/souti-imgs-lasting/bde1fd6beed7a5f48e8880475dbfd0b2_topxise.jpg,教材精讲,,漏,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_efcb8c347052095ecd6a1cf9bdea611a.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/7e064c1f3778f1491435fe81f6617366.png,https://cdn-private.sm.cn/souti-imgs-lasting/7e064c1f3778f1491435fe81f6617366.jpg
400c6c6cf2c3456cbdcf5511eb43cf78,,语文,三年级,下册,第六单元,身边那些有特点的人,写作,,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_c33d754a2a6deade12b8060983b6d952_topxise.jpg,教材精讲,,身边那些有特点的人,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_fd6efcaa0d64c9fff5ef40afe8eb7154.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/91d0cd8f3ea2c44c13fdd381c9b1e459.png,https://cdn-private.sm.cn/souti-imgs-lasting/91d0cd8f3ea2c44c13fdd381c9b1e459.jpg
3878fc2bcf17497cb2040b8679d89522,,语文,三年级,下册,第六单元,我不能失信,课文,苦等一天却被“放鸽子”，她为何不后悔？,https://cdn-private.sm.cn/souti-imgs-lasting/087f30cce6fd94338e15a821d7fc598d_topxise.jpg,教材精讲,,我不能失信,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_e43f92cad5f90cec86ea92f797ff53d3.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/987df13cc71d2f93f03c7cdfba50e3a5.png,https://cdn-private.sm.cn/souti-imgs-lasting/987df13cc71d2f93f03c7cdfba50e3a5.jpg
b2b41e3cca0f4378a4cb1dc9a5e0abc4,,语文,三年级,下册,第六单元,灰雀,课文,消失的灰雀去哪儿了？列宁早就猜到了。,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_75d2638f522e4ac1f51da7f8512487ff_topxise.jpg,教材精讲,,灰雀,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_8ccde4db1567c6878a77f64fd8940753.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/ab0dbaf9836af13c38b319a03034ae3b.png,https://cdn-private.sm.cn/souti-imgs-lasting/ab0dbaf9836af13c38b319a03034ae3b.jpg
8f55e2e52a54455fa8eecb92e179ef40,,语文,三年级,下册,第六单元,童年的水墨画,课文,用水墨泼洒童年，每一笔都是快乐的模样。,https://cdn-private.sm.cn/souti-imgs-lasting/75d4497716a0427b93116d6e280486a4.jpg,教材精讲,,童年的水墨画,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_24cdd06c72a830e31e1d406fc47f389f.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/6cd88b59121e4dfdd5b26f23d3d86d9b.png,https://cdn-private.sm.cn/souti-imgs-lasting/6cd88b59121e4dfdd5b26f23d3d86d9b.jpg
792932d66555435c8c6561e70a2cf7d9,,语文,三年级,下册,第六单元,肥皂泡,课文,冰心为什么在阴雨天吹肥皂泡呢？,https://cdn-private.sm.cn/souti-imgs-lasting/8c6c9a7d52914ce78b3e52fcee837db0.jpg,教材精讲,,肥皂泡,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_aaa48e64aaa86702f985c0c19604cf4f.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/48f3176104e21286b51f66baeae2e14a.png,https://cdn-private.sm.cn/souti-imgs-lasting/48f3176104e21286b51f66baeae2e14a.jpg
405e8a9824da4a5895f87cea49a185b7,,语文,三年级,下册,第四单元,一幅名扬中外的画,课文,千年画卷徐徐展开，带你走进北宋的热闹街市。,https://cdn-private.sm.cn/souti-imgs-lasting/b3c4133fa2fcf88ff43e97635a2b8f1d_topxise.jpg,教材精讲,,一幅名扬中外的画,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_3452279b9e47bcb327d254341f46fa8e.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/e6ed38eb73fe652d72197f8d603183ce.png,https://cdn-private.sm.cn/souti-imgs-lasting/e6ed38eb73fe652d72197f8d603183ce.jpg
a465afb18ada4cfc90c5aac41d0c2db3,,语文,三年级,下册,第四单元,九月九日忆山东兄弟,古诗词,写出这首千古名诗时，王维竟然才17岁？,https://cdn-private.sm.cn/souti-imgs-lasting/c3a41d9070144eadb3bfdd6f83363d00.jpg,必背古诗;教材精讲,,九月九日忆山东兄弟,https://cdn-private.sm.cn/souti-imgs-lasting/cover_gm_4574be9987cbeac842af8ef833730030.jpg,https://cdn-private.sm.cn/souti-imgs-lasting/37cc7400902291b72cc33f56e38151fe.png,https://cdn-private.sm.cn/souti-imgs-lasting/37cc7400902291b72cc33f56e38151fe.jpg
